Číslo závady,EC_SVE,EČ objektu,Katastr,Ulice,Sektor závady,Rok závady,Datum nahlášení závady,Typ závady,Plánovaný termín opravy,Stav opravy,Způsob opravy,Datum opravy
2 311,S-1272-003,,Židenice,VLČNOVSKÁ,Brno - východ,2 016,18.11.2016,S svítidlo-nesvítí,25.11.2016,Definitivní,S výměna světelného zdroje,8.12.2016
2 312,S-0654-025,Z-288,Černá Pole,MERHAUTOVA,Brno - východ,2 016,18.11.2016,"Z vypnuta regulace, viz.poznámka",25.11.2016,Definitivní,Z regulace zapnuta,19.11.2016
2 313,S-1512-003,Z-623,Město Brno,DENISOVY SADY,Brno - východ,2 016,18.11.2016,Z vypadený jistící prvek,25.11.2016,Definitivní,vypadený jistící prvek,18.11.2016
2 314,S-0740-009,Z-323,Pisárky,NEUMANNOVA,Brno - západ,2 016,18.11.2016,Z vypadený jistící prvek,25.11.2016,Definitivní,vypadený jistící prvek,18.11.2016
2 315,S-0801-016,Z-344,Bystrc,OPÁLKOVA,Brno - západ,2 016,18.11.2016,Z nekomunikuje,25.11.2016,Definitivní,Z výměna zdroje,19.11.2016
2 316,S-1512-004,R-0046-004,Město Brno,DENISOVY SADY,Brno - východ,2 016,19.11.2016,S svítidlo-nesvítí,26.11.2016,Definitivní,S výměna světelného zdroje,16.12.2016
2 317,S-1609-055,,Trnitá,ČERNOVICKÉ NÁBŘEŽÍ,Brno - východ,2 016,19.11.2016,S svítidlo-nesvítí,26.11.2016,Definitivní,S výměna světelného zdroje,6.12.2016
2 318,S-0409-003,,Židenice,KALECKÉHO,Brno - východ,2 016,19.11.2016,S svítidlo-nesvítí,26.11.2016,Definitivní,S výměna světelného zdroje,20.12.2016
2 319,S-1242-003,Z-538,Kohoutovice,VAŇHALOVA,Brno - západ,2 016,19.11.2016,Z vybitá záložní baterie,26.11.2016,Definitivní,Z výměna baterie,21.11.2016
2 320,S-1538-017,Z-226,Nový Lískovec,KONIKLECOVÁ,Brno - západ,2 016,19.11.2016,Z vypadený jistící prvek,26.11.2016,Definitivní,vypadený jistící prvek,21.11.2016
2 321,S-0155-001,Z-074,Lesná,DIVIŠOVA,Brno - východ,2 016,19.11.2016,Z vypadený jistící prvek,26.11.2016,Definitivní,vypadený jistící prvek,21.11.2016
2 322,S-1485-038,Z-531,Stránice,ÚVOZ,Brno - západ,2 016,19.11.2016,SO nekomunikuje čip,26.11.2016,Provizorní,posunutí termínu opravy,3.3.2017
2 323,S-0279-035,Z-126,Komín,HLAVNÍ,Brno - západ,2 016,19.11.2016,SO nekomunikuje čip,26.11.2016,Definitivní,jiná závada,20.11.2016
2 324,S-0964-005,Z-431,Řečkovice,RENČOVA,Brno - západ,2 016,19.11.2016,Z vypadený jistící prvek,26.11.2016,Definitivní,vypadený jistící prvek,21.11.2016
2 325,S-0670-016,Z-294,Zábrdovice,MILADY HORÁKOVÉ,Brno - východ,2 016,19.11.2016,Z vypadený jistící prvek,26.11.2016,Definitivní,Z obnovení dodávky el. energie,19.11.2016
2 326,S-0960-001,,Město Brno,RAŠÍNOVA,Brno - východ,2 016,20.11.2016,S svítidlo-nesvítí,27.11.2016,Definitivní,vypadený jistící prvek,23.11.2016
2 327,S-1300-003,Z-584,Brněnské Ivanovice,VYŠEHRADSKÁ,Brno - východ,2 016,20.11.2016,Z vybitá záložní baterie,27.11.2016,Definitivní,jiná závada,22.11.2016
2 328,S-1286-005,Z-576,Zábrdovice,VRANOVSKÁ,Brno - východ,2 016,20.11.2016,Z vypadený jistící prvek,27.11.2016,Definitivní,vypadený jistící prvek,20.11.2016
2 329,S-0573-005,Z-259,Bystrc,LAŠTŮVKOVA,Brno - západ,2 016,20.11.2016,Z vypadený jistící prvek,27.11.2016,Definitivní,vypadený jistící prvek,21.11.2016
2 330,S-1529-006,,Bystrc,JOUKALOVA,Brno - západ,2 016,20.11.2016,S svítidlo-nesvítí,27.11.2016,Definitivní,S výměna světelného zdroje,21.11.2016
2 331,S-0866-011,Z-401,Komín,PODLESÍ,Brno - západ,2 016,20.11.2016,Z zapnulo před časem zapnutí,27.11.2016,Definitivní,jiná závada,22.11.2016
2 332,S-0607-100,Z-273,Černá Pole,LUŽÁNECKÁ,Brno - východ,2 016,20.11.2016,Z zapnulo před časem zapnutí,27.11.2016,Definitivní,jiná závada,22.11.2016
2 333,S-1591-006,,Žebětín,U HÁJOVNY,Brno - západ,2 016,21.11.2016,S svítidlo-bliká,28.11.2016,Definitivní,S výměna světelného zdroje,21.11.2016
2 334,S-1514-012,,Žebětín,DLÁŽDĚNÁ,Brno - západ,2 016,21.11.2016,S svítidlo-nesvítí,28.11.2016,Definitivní,S výměna světelného zdroje,21.11.2016
2 335,S-1500-001,,Žebětín,KŘIVÁNKOVO NÁMĚSTÍ,Brno - západ,2 016,21.11.2016,S svítidlo-nesvítí,28.11.2016,Definitivní,S výměna světelného zdroje,21.11.2016
2 336,S-1514-008,,Žebětín,DLÁŽDĚNÁ,Brno - západ,2 016,21.11.2016,S svítidlo-bliká,28.11.2016,Definitivní,S výměna světelného zdroje,21.11.2016
2 337,S-0108-016,R-0868-001,Židenice,BĚLOHORSKÁ,Brno - východ,2 016,21.11.2016,S svítidlo-nesvítí,28.11.2016,Definitivní,S výměna světelného zdroje,21.12.2016
2 338,S-1776-001,,Líšeň,POSLUŠNÉHO,Brno - východ,2 016,21.11.2016,S svítidlo-bliká,28.11.2016,Definitivní,S výměna světelného zdroje,2.12.2016
2 339,S-1695-002,,Bohunice,AMERLINGOVA,Brno - západ,2 016,21.11.2016,S svítidlo-nesvítí,28.11.2016,Definitivní,S výměna poj. kompletu,22.11.2016
2 340,S-1055-069,,Královo Pole,SLOVANSKÉ NÁMĚSTÍ,Brno - západ,2 016,21.11.2016,S svítidlo-nesvítí,28.11.2016,Definitivní,S výměna světelného zdroje,23.11.2016
2 341,S-0328-006,,Lesná,HVOZDÍKOVÁ,Brno - východ,2 016,21.11.2016,S svítidlo-nesvítí,28.11.2016,Definitivní,při kontrole vše v pořádku,4.1.2017
2 342,S-0571-036,R-0571-004,Slatina,LANGROVA,Brno - východ,2 016,21.11.2016,S svítidlo-rozbité,28.11.2016,Definitivní,S výměna svítidla,6.12.2016
2 343,S-1458-025,Z-485,Chrlice,ŠROMOVA,Brno - východ,2 016,21.11.2016,Z vypadený jistící prvek,28.11.2016,Provizorní,kabelová porucha 3,22.11.2016
2 344,S-0573-005,Z-259,Bystrc,LAŠTŮVKOVA,Brno - západ,2 016,22.11.2016,Z vypadený jistící prvek,29.11.2016,Definitivní,vypadený jistící prvek,22.11.2016
2 345,S-1309-370,R-1309-061,Dolní Heršpice,VÍDEŇSKÁ,Brno - západ,2 016,22.11.2016,S svítidlo-rozbité,29.11.2016,Definitivní,S oprava svítidla,22.11.2016
2 346,S-0371-002,,Řečkovice,JEČNÁ,Brno - západ,2 016,22.11.2016,S svítidlo-bliká,29.11.2016,Definitivní,S výměna světelného zdroje,23.11.2016
2 347,S-0040-001,,Královo Pole,BERKOVA,Brno - západ,2 016,22.11.2016,S svítidlo-rozbité,29.11.2016,Definitivní,S oprava svítidla,23.11.2016
2 348,S-0069-006,,Veveří,BOTANICKÁ,Brno - východ,2 016,22.11.2016,S svítidlo-nesvítí,29.11.2016,Definitivní,S výměna světelného zdroje,19.12.2016
2 349,S-1011-001,R-1011-001,Líšeň,SALAJNÍ,Brno - východ,2 016,22.11.2016,S svítidlo-bliká,29.11.2016,Definitivní,S výměna světelného zdroje,2.12.2016
2 350,S-0964-005,Z-431,Řečkovice,RENČOVA,Brno - západ,2 016,22.11.2016,Z vypadený jistící prvek,29.11.2016,Definitivní,vypadený jistící prvek,23.11.2016
2 351,S-0584-036,Z-265,Kohoutovice,LIBUŠINA TŘÍDA,Brno - západ,2 016,22.11.2016,Z vybitá PLC baterie,29.11.2016,Definitivní,Z výměna baterie,23.11.2016
2 352,S-1134-008,,Komín,SVRATECKÁ,Brno - západ,2 016,22.11.2016,"nesvítí celá ulice, oblast",29.11.2016,Definitivní,jiná závada,22.11.2016
2 353,S-0624-003,,Veveří,MAREŠOVA,Brno - východ,2 016,22.11.2016,S svítidlo-nesvítí,29.11.2016,Definitivní,při kontrole vše v pořádku,14.1.2017
2 354,S-0687-111,,Město Brno,MORAVSKÉ NÁMĚSTÍ,Brno - východ,2 016,22.11.2016,S svítidlo-nesvítí,29.11.2016,Definitivní,S výměna světelného zdroje,19.12.2016
2 355,S-0465-061,R-0465-010,Město Brno,KOMENSKÉHO NÁMĚSTÍ,Brno - východ,2 016,22.11.2016,S svítidlo-nesvítí,29.11.2016,Definitivní,S výměna světelného zdroje,19.12.2016
2 356,S-1232-007,,Královo Pole,VACKOVA,Brno - západ,2 016,23.11.2016,S svítidlo-bliká,30.11.2016,Definitivní,S výměna světelného zdroje,28.11.2016
2 357,S-1252-026,,Židenice,VELKOPAVLOVICKÁ,Brno - východ,2 016,23.11.2016,S svítidlo-nesvítí,30.11.2016,Definitivní,S výměna světelného zdroje,8.12.2016
2 358,S-1242-004,Z-538,Kohoutovice,VAŇHALOVA,Brno - západ,2 016,23.11.2016,Z vybitá záložní baterie,30.11.2016,Definitivní,Z výměna baterie,24.11.2016
2 359,S-0753-008,,Černá Pole,NOVOTNÉHO,Brno - východ,2 016,23.11.2016,S svítidlo-nesvítí,30.11.2016,Definitivní,S výměna světelného zdroje,23.12.2016
2 360,S-0766-012,,Jehnice,NÁM. 3. KVĚTNA,Brno - západ,2 016,23.11.2016,S svítidlo-nesvítí,30.11.2016,Definitivní,S výměna světelného zdroje,28.11.2016
2 361,S-0375-191,Z-186,Nový Lískovec,JIHLAVSKÁ,Brno - západ,2 016,23.11.2016,"Z vypnuta regulace, viz.poznámka",30.11.2016,Definitivní,Z regulace zapnuta,24.11.2016
2 362,S-1118-014,,Ponava,STŘEDNÍ,Brno - západ,2 016,23.11.2016,"nesvítí celá ulice, oblast",30.11.2016,Definitivní,oprava zničeného VO,24.11.2016
2 363,S-0185-008,,Židenice,DYKOVA,Brno - východ,2 016,23.11.2016,S svítidlo-bliká,30.11.2016,Definitivní,S výměna světelného zdroje,20.12.2016
2 364,S-0814-009,,Bosonohy,PADĚLÍKY,Brno - západ,2 016,23.11.2016,S svítidlo-bliká,30.11.2016,Definitivní,S výměna světelného zdroje,24.11.2016
2 365,S-0687-006,Z-302,Město Brno,MORAVSKÉ NÁMĚSTÍ,Brno - východ,2 016,24.11.2016,Z zapnulo před časem zapnutí,1.12.2016,Definitivní,jiná závada,24.11.2016
2 366,S-0668-067,,Starý Lískovec,MIKULÁŠKOVO NÁMĚSTÍ,Brno - západ,2 016,24.11.2016,"S patice-poškozena, chybí",1.12.2016,Definitivní,S montáž patice,25.11.2016
2 367,S-0592-006,,Obřany,LIŠTÍ,Brno - východ,2 016,24.11.2016,S svítidlo-bliká,1.12.2016,Definitivní,S výměna světelného zdroje,23.12.2016
2 368,S-0764-029,,Bystrc,NÁM. 28. DUBNA,Brno - západ,2 016,24.11.2016,S svítidlo-nesvítí,1.12.2016,Definitivní,S výměna světelného zdroje,25.11.2016
2 369,S-0805-004,,Bohunice,OSOVÁ,Brno - západ,2 016,24.11.2016,S svítidlo-nesvítí,1.12.2016,Definitivní,vandalizmus,25.11.2016
2 370,S-1538-017,Z-226,Nový Lískovec,KONIKLECOVÁ,Brno - západ,2 016,24.11.2016,Z vypadený jistící prvek,1.12.2016,Provizorní,kabelová porucha,25.11.2016
2 371,S-0801-020,Z-344,Bystrc,OPÁLKOVA,Brno - západ,2 016,24.11.2016,Z vypadený jistící prvek,1.12.2016,Definitivní,neopraveno,25.11.2016
2 372,S-0687-042,,Město Brno,MORAVSKÉ NÁMĚSTÍ,Brno - východ,2 016,24.11.2016,S svítidlo-nesvítí,1.12.2016,Definitivní,S výměna světelného zdroje,15.12.2016
2 373,S-0805-009,,Starý Lískovec,OSOVÁ,Brno - západ,2 016,24.11.2016,"nesvítí celá ulice, oblast",1.12.2016,Definitivní,vypadený jistící prvek,24.11.2016
2 374,S-0560-059,,Trnitá,KŘENOVÁ,Brno - východ,2 016,25.11.2016,S stožár-poškozen,2.12.2016,Provizorní,havárie,25.11.2016
2 375,S-0770-098,,Černá Pole,NÁM. SNP,Brno - východ,2 016,25.11.2016,S stožár-poškozen,2.12.2016,Provizorní,neopraveno,25.11.2016
2 376,S-0089-005,,Židenice,BUBENÍČKOVA,Brno - východ,2 016,25.11.2016,"S patice-poškozena, chybí",2.12.2016,Definitivní,S montáž patice,28.11.2016
2 377,S-0539-009,Z-584,Brněnské Ivanovice,KUDRNOVA,Brno - východ,2 016,25.11.2016,Z vybitá záložní baterie,2.12.2016,Definitivní,Z výměna baterie,27.11.2016
2 378,S-1438-004,,Bosonohy,ŠEVČENKOVA,Brno - západ,2 016,25.11.2016,S svítidlo-nesvítí,2.12.2016,Definitivní,S výměna světelného zdroje,28.11.2016
2 379,S-1414-013,,Černá Pole,ČERNOPOLNÍ,Brno - východ,2 016,25.11.2016,S svítidlo-nesvítí,2.12.2016,Definitivní,vypadený jistící prvek,22.12.2016
2 380,S-0331-009,Z-154,Staré Brno,HYBEŠOVA,Brno - východ,2 016,25.11.2016,"Z vypnuta regulace, viz.poznámka",2.12.2016,Definitivní,jiná závada,27.11.2016
2 381,S-0025-001,Z-012,Líšeň,BARTÁKOVA,Brno - východ,2 016,26.11.2016,viz. poznámka,3.12.2016,Definitivní,při kontrole vše v pořádku,27.11.2016
2 382,S-1393-099,Z-603,Žabovřesky,ŽABOVŘESKÁ,Brno - západ,2 016,26.11.2016,viz. poznámka,3.12.2016,Definitivní,jiná závada,27.11.2016
2 383,S-0523-008,,Žabovřesky,KRONDLOVA,Brno - západ,2 016,26.11.2016,S svítidlo-nesvítí,3.12.2016,Definitivní,S výměna světelného zdroje,28.11.2016
2 384,S-0654-112,,Černá Pole,MERHAUTOVA,Brno - východ,2 016,27.11.2016,"dvířka-poškozena, chybí",4.12.2016,Definitivní,S montáž dvířek,28.11.2016
2 385,S-0308-185,Z-149,Řečkovice,HRADECKÁ,Brno - západ,2 016,27.11.2016,Z vypadený jistící prvek,4.12.2016,Definitivní,vypadený jistící prvek,28.11.2016
2 386,S-0375-135,Z-187,Bohunice,JIHLAVSKÁ,Brno - západ,2 016,27.11.2016,Z vypadený jistící prvek,4.12.2016,Definitivní,oprava kabelu,22.12.2016
2 387,S-0375-135,Z-187,Bohunice,JIHLAVSKÁ,Brno - západ,2 016,27.11.2016,"Z vypnuta regulace, porucha síťě",4.12.2016,Definitivní,patří jinému dodavateli,29.12.2016
2 388,S-0654-060,Z-287,Černá Pole,MERHAUTOVA,Brno - východ,2 016,27.11.2016,Z vypadený jistící prvek,4.12.2016,Definitivní,vypadený jistící prvek,27.11.2016
2 389,S-0819-041,Z-361,Královo Pole,PALACKÉHO TŘÍDA,Brno - západ,2 016,27.11.2016,viz. poznámka,4.12.2016,Definitivní,při kontrole vše v pořádku,28.11.2016
2 390,S-0819-039,,Královo Pole,PALACKÉHO TŘÍDA,Brno - západ,2 016,27.11.2016,viz. poznámka,4.12.2016,Definitivní,jiná závada,28.11.2016
2 391,S-1242-003,Z-538,Kohoutovice,VAŇHALOVA,Brno - západ,2 016,28.11.2016,Z vybitá PLC baterie,5.12.2016,Definitivní,Z výměna baterie,28.11.2016
2 392,S-0697-032,,Židenice,MUTĚNICKÁ,Brno - východ,2 016,28.11.2016,S svítidlo-nesvítí,5.12.2016,Definitivní,S výměna světelného zdroje,19.1.2017
2 393,S-1207-032,,Kníničky,U ZOOLOGICKÉ ZAHRADY,Brno - západ,2 016,28.11.2016,S svítidlo-bliká,5.12.2016,Definitivní,S výměna světelného zdroje,29.11.2016
2 394,S-1234-022,,Starý Lískovec,VALAŠSKÁ,Brno - západ,2 016,28.11.2016,"dvířka-poškozena, chybí",5.12.2016,Definitivní,S montáž dvířek,28.11.2016
2 395,S-0964-005,Z-431,Řečkovice,RENČOVA,Brno - západ,2 016,28.11.2016,Z vybitá PLC baterie,5.12.2016,Definitivní,Z výměna baterie,29.11.2016
2 396,S-0241-014,,Veveří,GORKÉHO,Brno - východ,2 016,28.11.2016,S svítidlo-nesvítí,5.12.2016,Definitivní,vypadený jistící prvek,8.12.2016
2 397,S-1433-002,Z-478,Židenice,ŠEDOVA,Brno - východ,2 016,28.11.2016,Z vybitá PLC baterie,5.12.2016,Definitivní,Z výměna baterie,29.11.2016
2 398,S-0217-002,Z-097,Žabovřesky,FOERSTROVA,Brno - západ,2 016,29.11.2016,Z zapnulo před časem zapnutí,6.12.2016,Definitivní,při kontrole vše v pořádku,29.11.2016
2 399,S-0974-010,Z-434,Židenice,ROKYTOVA,Brno - východ,2 016,29.11.2016,Z nekomunikuje,6.12.2016,Definitivní,patří jinému dodavateli,29.11.2016
2 400,S-0974-008,Z-434,Židenice,ROKYTOVA,Brno - východ,2 016,29.11.2016,viz. poznámka,6.12.2016,Definitivní,jiná závada,2.12.2016
2 401,S-1190-002,Z-494,Židenice,TÁBORSKÁ,Brno - východ,2 016,29.11.2016,Z vybitá PLC baterie,6.12.2016,Definitivní,Z výměna baterie,30.11.2016
2 402,S-1167-091,,Líšeň,TRNKOVA,Brno - východ,2 016,29.11.2016,"nesvítí celá ulice, oblast",6.12.2016,Definitivní,při kontrole vše v pořádku,29.11.2016
2 403,S-1686-035,,Bystrc,PÁTEŘNÍ,Brno - západ,2 016,29.11.2016,S svítidlo-nesvítí,6.12.2016,Definitivní,vandalizmus,30.11.2016
2 404,S-0164-008,,Město Brno,DOMINIKÁNSKÉ NÁMĚSTÍ,Brno - východ,2 016,29.11.2016,S svítidlo-nesvítí,6.12.2016,Definitivní,vypadený jistící prvek,29.11.2016
2 405,S-0766-010,Z-182,Jehnice,NÁM. 3. KVĚTNA,Brno - západ,2 016,29.11.2016,S svítidlo-nesvítí,6.12.2016,Definitivní,jiná závada,30.11.2016
2 406,S-0751-026,,Líšeň,NOVOLÍŠEŇSKÁ,Brno - východ,2 016,29.11.2016,"dvířka-poškozena, chybí",6.12.2016,Definitivní,S montáž dvířek,29.11.2016
2 407,S-0413-011,,Stránice,KALVODOVA,Brno - západ,2 016,29.11.2016,S svítidlo-nesvítí,6.12.2016,Definitivní,S oprava svítidla,30.11.2016
2 408,S-1025-028,,Starý Lískovec,SEVASTOPOLSKÁ,Brno - západ,2 016,29.11.2016,S svítidlo-nesvítí,6.12.2016,Definitivní,jiná závada,30.11.2016
2 409,S-1309-070,,Štýřice,VÍDEŇSKÁ,Brno - západ,2 016,29.11.2016,"dvířka-poškozena, chybí",6.12.2016,Definitivní,S oprava patice,30.11.2016
2 410,S-0184-002,,Město Brno,DVOŘÁKOVA,Brno - východ,2 016,29.11.2016,S svítidlo-nesvítí,6.12.2016,Definitivní,S výměna světelného zdroje,15.12.2016
2 411,S-1544-001,,Město Brno,MOZARTOVA,Brno - východ,2 016,29.11.2016,S svítidlo-nesvítí,6.12.2016,Definitivní,S výměna světelného zdroje,15.12.2016
2 412,S-0573-005,Z-259,Bystrc,LAŠTŮVKOVA,Brno - západ,2 016,30.11.2016,Z vypadený jistící prvek,7.12.2016,Definitivní,vypadený jistící prvek,30.11.2016
2 413,S-0331-008,Z-154,Staré Brno,HYBEŠOVA,Brno - východ,2 016,30.11.2016,"Z vypnuta regulace, viz.poznámka",7.12.2016,Definitivní,Z regulace zapnuta,30.11.2016
2 414,S-0826-072,,Kohoutovice,PAVLOVSKÁ,Brno - západ,2 016,30.11.2016,S svítidlo-nesvítí,7.12.2016,Definitivní,S výměna světelného zdroje,1.12.2016
2 415,S-0299-004,,Husovice,HORYMÍROVA,Brno - východ,2 016,30.11.2016,S svítidlo-bliká,7.12.2016,Definitivní,S výměna světelného zdroje,23.12.2016
2 416,S-0308-014,Z-144,Žabovřesky,HRADECKÁ,Brno - západ,2 016,30.11.2016,Z vybitá PLC baterie,7.12.2016,Definitivní,Z výměna baterie,1.12.2016
2 417,S-1285-056,Z-574,Kohoutovice,VOŘÍŠKOVA,Brno - západ,2 016,30.11.2016,viz. poznámka,7.12.2016,Definitivní,Z výměna el. výzbroje,1.12.2016
2 418,S-0573-004,Z-259,Bystrc,LAŠTŮVKOVA,Brno - západ,2 016,30.11.2016,Z vypadený jistící prvek,7.12.2016,Provizorní,vypadený jistící prvek,6.3.2017
2 419,S-1049-022,,Slatina,SLAVKOVSKÁ,Brno - východ,2 016,30.11.2016,S svítidlo-bliká,7.12.2016,Definitivní,S výměna světelného zdroje,20.12.2016
2 420,S-0001-048,,Komín,ABSOLONOVA,Brno - západ,2 016,30.11.2016,S svítidlo-nesvítí,7.12.2016,Definitivní,vypadený jistící prvek,30.11.2016
2 421,S-0331-008,Z-154,Staré Brno,HYBEŠOVA,Brno - východ,2 016,30.11.2016,viz. poznámka,7.12.2016,Definitivní,Z výměna el. výzbroje,30.11.2016
2 422,S-0331-008,Z-154,Staré Brno,HYBEŠOVA,Brno - východ,2 016,30.11.2016,"Z vypnuta regulace, viz.poznámka",7.12.2016,Definitivní,Z výměna el. výzbroje,30.11.2016
2 423,S-0279-032,Z-126,Komín,HLAVNÍ,Brno - západ,2 016,30.11.2016,SO nekomunikuje čip,7.12.2016,Definitivní,Z výměna el. výzbroje,1.12.2016
2 424,S-1863-072,,Tuřany,PRŮMYSLOVÁ,Brno - východ,2 016,1.12.2016,S stožár-poškozen,8.12.2016,Provizorní,havárie,28.12.2016
2 425,S-0199-023,,Líšeň,ELPLOVA,Brno - východ,2 016,1.12.2016,"nesvítí celá ulice, oblast",8.12.2016,Definitivní,vypadený jistící prvek,2.12.2016
2 426,S-0681-017,,Soběšice,MOKROHORSKÁ,Brno - východ,2 016,1.12.2016,S svítidlo-nesvítí,8.12.2016,Definitivní,S výměna světelného zdroje,19.1.2017
2 427,S-0427-019,,Líšeň,KAROLÍNY SVĚTLÉ,Brno - východ,2 016,1.12.2016,S svítidlo-nesvítí,8.12.2016,Definitivní,vypadený jistící prvek,8.12.2016
2 428,S-0091-057,Z-047,Královo Pole,BUDOVCOVA,Brno - západ,2 016,1.12.2016,Z vypadený jistící prvek,8.12.2016,Definitivní,vypadený jistící prvek,2.12.2016
2 429,S-0789-049,,Černovice,OLOMOUCKÁ,Brno - východ,2 016,1.12.2016,S svítidlo-nesvítí,8.12.2016,Definitivní,S výměna světelného zdroje,9.12.2016
2 430,S-1309-012,Z-552,Štýřice,VÍDEŇSKÁ,Brno - západ,2 016,2.12.2016,Z vypadený jistící prvek,9.12.2016,Definitivní,při kontrole vše v pořádku,2.12.2016
2 431,S-1233-021,Z-535,Lesná,VACULÍKOVA,Brno - východ,2 016,2.12.2016,Z vypadený jistící prvek,9.12.2016,Definitivní,vypadený jistící prvek,2.12.2016
2 432,S-0175-014,Z-085,Husovice,DUKELSKÁ TŘÍDA,Brno - východ,2 016,2.12.2016,Z vybitá záložní baterie,9.12.2016,Definitivní,Z výměna baterie,2.12.2016
2 433,S-0436-007,Z-210,Líšeň,KLAJDOVSKÁ,Brno - východ,2 016,2.12.2016,Z vypadený jistící prvek,9.12.2016,Definitivní,vypadený jistící prvek,2.12.2016
2 434,S-1484-014,Z-530,Soběšice,ÚTĚCHOVSKÁ,Brno - východ,2 016,2.12.2016,Z vypadený jistící prvek,9.12.2016,Definitivní,vypadený jistící prvek,2.12.2016
2 435,S-0751-075,,Líšeň,NOVOLÍŠEŇSKÁ,Brno - východ,2 016,2.12.2016,"dvířka-poškozena, chybí",9.12.2016,Definitivní,S montáž dvířek,5.12.2016
2 436,S-1018-025,,Komárov,SCHWAIGROVA,Brno - východ,2 016,2.12.2016,S svítidlo-rozbité,9.12.2016,Definitivní,S výměna svítidla,6.12.2016
2 437,S-0087-006,R-0087-009,Lesná,BROŽÍKOVA,Brno - východ,2 016,2.12.2016,R poškozen,9.12.2016,Definitivní,R oprava dvířek,2.12.2016
2 438,S-0297-009,,Líšeň,HORNÍKOVA,Brno - východ,2 016,2.12.2016,S svítidlo-nesvítí,9.12.2016,Definitivní,S výměna světelného zdroje,8.12.2016
2 439,S-1459-018,,Lesná,ŠRÁMKOVA,Brno - východ,2 016,2.12.2016,S svítidlo-rozbité,9.12.2016,Definitivní,S oprava svítidla,7.12.2016
2 440,S-0025-001,Z-012,Líšeň,BARTÁKOVA,Brno - východ,2 016,2.12.2016,viz. poznámka,9.12.2016,Definitivní,Z výměna zdroje,3.12.2016
2 441,S-1478-065,,Stránice,ÚDOLNÍ,Brno - západ,2 016,2.12.2016,"dvířka-poškozena, chybí",9.12.2016,Definitivní,S montáž dvířek,6.12.2016
2 442,S-1190-002,Z-494,Židenice,TÁBORSKÁ,Brno - východ,2 016,2.12.2016,Z vybitá PLC baterie,9.12.2016,Definitivní,Z výměna baterie,3.12.2016
2 443,S-0252-006,R-0252-002,Maloměřice,HAMRY,Brno - východ,2 016,2.12.2016,R poškozen,9.12.2016,Definitivní,jiná závada,2.12.2016
2 444,S-0885-003,,Medlánky,POLÍVKOVA,Brno - západ,2 016,2.12.2016,S svítidlo-nesvítí,9.12.2016,Definitivní,S výměna světelného zdroje,5.12.2016
